topic_id,keywords,num_keywords,all_keywords,label,scene_summary,primary_categories,secondary_categories,label_is_noise,label_rationale,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale,_empty_kw_ratio
115,"landona, asked, glanced, golf, sighed, years, hadna, justa, talk, winced",27,"['landona', 'asked', 'glanced', 'golf', 'sighed', 'years', 'hadna', 'justa', 'talk', 'winced', 'talked', 'muster', 'compare', 'wanted', 'partly', 'told', 'solve', 'celebrity', 'seriously', 'didna', 'waved', 'happened', 'thoughtful', 'maybe', 'eyeing', 'caddy', 'bogged']",Golfing Couple's Weekend,"The couple, thoughtful about their relationship, spends a weekend playing golf and discussing their problems.","romance_core, relationship_conflict","setting:golf_course, activity:discussing_problems",False,"The top keywords 'golf', 'years', 'talk', 'weekend', and 'problems' indicate a couple spending time together discussing their relationship. The snippets confirm this, showing the couple in a thoughtful mood and talking about serious matters.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",medium,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness).",0.0
116,"important, condition, just, plenty, second, ways, grated, dependent, thing, morea",27,"['important', 'condition', 'just', 'plenty', 'second', 'ways', 'grated', 'dependent', 'thing', 'morea', 'justa', 'homely', 'word', 'merrier', 'arrangement', 'contend', 'imposter', 'relatable', 'trend', 'otherworldly', 'busiest', 'inquisitive', 'politics', 'likely', 'existing', 'cooing', 'takes']",Important Conversation,"The couple discusses a crucial matter, emphasizing its importance.","romance_core, relationship_conflict","setting:living_room, activity:discussing",False,"The top keywords 'important', 'thing', and 'word' indicate a significant topic of conversation. The snippets confirm this, with phrases like 'this is more important.' and 'that detail is very important.' The label and scene_summary reflect this crucial discussion.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"Heuristic fallback: original classification was 'none', but taxonomy and primary_categories indicate a romance-core topic in group 'Relationship Trajectory (Main Couple)'. Reassigned to R9 (Heroine responds warmly to hero's tenderness).",0.0
117,"hated, hate, hates, hating, despised, loathe, loathed, dislike, disliked, hatred",27,"['hated', 'hate', 'hates', 'hating', 'despised', 'loathe', 'loathed', 'dislike', 'disliked', 'hatred', 'gravity', 'despise', 'loved', 'smoked', 'littlea', 'resented', 'condescending', 'mainly', 'hima', 'knows', 'regardless', 'guts', 'shortly', 'mention', 'badmouthing', 'instantly', 'constant']",Constant Hate And Dislike,He constantly expresses his hatred and dislike for something or someone.,"relationship_conflict, domestic_life","setting:home, activity:arguing",False,"The top keywords 'hate', 'dislike', 'hatred', and 'constant' clearly indicate a recurring negative emotion. The snippets show this emotion being expressed, supporting the label 'Constant Hate And Dislike'. The primary categories 'relationship_conflict' and 'domestic_life' are chosen because the topic revolves around persistent negative feelings, likely within a relationship or family setting.",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the hero's hatred, which could be directed at the heroine or their situation, creating conflict and distance. This typically leads to separation or breakup threats, fitting R7.",0.0
118,"holta, donovana, doesna, zullya, addressing, lets, publicity, finds, knows, forthcoming",27,"['holta', 'donovana', 'doesna', 'zullya', 'addressing', 'lets', 'publicity', 'finds', 'knows', 'forthcoming', 'horsea', 'gives', 'deal', 'turns', 'escorting', 'coaching', 'michaela', 'hea', 'presumably', 'position', 'impression', 'steelea', 'realize', 'isna', 'rarely', 'board', 'antics']",Boardroom Negotiation,"The couple sits across from each other at a boardroom table, discussing a business deal.","romance_core, work_or_school","setting:boardroom, activity:negotiating",False,"The top keywords 'board', 'deal', and 'position' indicate a business negotiation setting. The snippets confirm this, with 'Holtâs arm' referring to a position at the board and '[NAME] recalls the first time he met holtâs father, [NAME].', suggesting a business or work context.",6.1,Hero's Elite Work & Business World,"Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets focus on the hero's work and family background, which is peripheral to the heroine–hero relationship. It does not primarily realise any of Radway's 13 functions.",0.0
119,"elliota, snaps, glares, replies, daniela, epitome, goes, gives, billya, takes",27,"['elliota', 'snaps', 'glares', 'replies', 'daniela', 'epitome', 'goes', 'gives', 'billya', 'takes', 'ox', 'runners', 'whispers', 'glance', 'barks', 'million', 'stares', 'potion', 'unapologetic', 'gestures', 'gets', 'fly', 'shakes', 'smiles', 'whata', 'insight', 'messaged']",Whispered Secrets Between Lovers,"In a quiet moment, a couple exchanges hushed confessions and secrets, their eyes locked and smiles subtle.","romance_core, physical_affection","setting:private_space, activity:whispering",False,"The keywords 'whispers', 'smiles', and 'eyes' along with the snippets indicating eye contact and whispered conversations support this label. The scene summary captures the typical intimate exchange implied by these elements.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest a moment of connection or recognition between characters, which is typical of Radway's Phase II functions. The lack of explicit tenderness or warmth makes it less suitable for R9, so R8 (tender behavior) is the best fit.",0.0
120,"aye, string, parts, fianca, yesterday, unable, sounds, word, having, theya",27,"['aye', 'string', 'parts', 'fianca', 'yesterday', 'unable', 'sounds', 'word', 'having', 'theya', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Repeated Affirmations,She repeatedly affirms her love and commitment to him.,"romance_core, relationship_conflict","setting:bedroom, activity:affirming_relationship",False,"The top keyword 'string' and the snippets 'âaye.â we get a string of ayes.' and 'âyes.â it sounds like sheâs unable to get a word in.' suggest repeated affirmations, likely of love or commitment, as the central activity in this scene.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,low,"The topic's keywords and snippets suggest a warm response from the heroine, indicated by the repeated 'yes' and 'aye' responses. This aligns with Radway's function R9, where the heroine responds warmly to the hero's tenderness. However, the lack of other keywords or a clear scene summary makes the confidence low.",0.6296296296296297
121,"better, easier, vossameera, possibly, probably, smoother, suppose, sakes, option, ideal",27,"['better', 'easier', 'vossameera', 'possibly', 'probably', 'smoother', 'suppose', 'sakes', 'option', 'ideal', 'worlds', 'pair', 'trips', 'maybe', 'convenient', 'makes', 'way', 'bit', 'gets', 'poorer', 'hungrier', 'metropolitan', 'runa', 'font', 'numbers', 'bling', 'bonuses']",Convenient Travel Options,The couple discusses better and more convenient travel options for their future trips together.,"romance_core, domestic_life","setting:car, activity:discussing",False,"The keywords 'better', 'easier', 'smoother', 'convenient', and 'trips' suggest a conversation about improving travel arrangements. The snippets confirm this, with phrases like 'better than ever' and 'fuck, this is so much better' indicating a positive discussion about changes for the better.",4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,medium,"The topic's keywords and representative snippets ('better', 'better than ever', 'so much better') suggest a positive change or improvement in the relationship, which aligns with the heroine responding warmly to the hero's tenderness (R9) in Phase II of the romance narrative.",0.0
122,"lewisa, mission, asked, information, hunting, informant, descriptions, saved, friend, helping",27,"['lewisa', 'mission', 'asked', 'information', 'hunting', 'informant', 'descriptions', 'saved', 'friend', 'helping', 'couldna', 'mandya', 'fight', 'originally', 'stood', 'didna', 'poetry', 'saw', 'wouldna', 'gun', 'contracts', 'handling', 'conscience', 'watched', 'fund', 'eye', 'wasna']",Serious Conversation About Relationship,"She looked into his eyes, ready to discuss their uncertain relationship.","romance_core, relationship_conflict","setting:bedroom, activity:discussion",False,"Keywords 'relationship', 'talk', 'discussion' indicate a serious conversation. Snippets show a couple discussing something important, likely their relationship status or feelings.",7.2,"Violence, Threats & Coercion","Conflict, Risk & Harm",4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around Mandy's decision to stay with Lewis, indicating a physical separation or distance between them. The serious tone of Lewis's voice in the last snippet suggests a potential breakup threat, which aligns with R7.",0.0
123,"police, cops, guard, cop, ambulance, guards, paramedics, station, officers, uniform",27,"['police', 'cops', 'guard', 'cop', 'ambulance', 'guards', 'paramedics', 'station', 'officers', 'uniform', 'bodyguards', 'personnel', 'gate', 'systems', 'arrest', 'called', 'building', 'fund', 'peephole', 'arrived', 'complaint', 'brandishing', 'local', 'escort', 'raiser', 'rayforda', 'earpiece']",Police Involvement,The couple considers or involves the police in their situation.,"relationship_conflict, social_setting","setting:police_station, activity:calling_police",False,"The top keywords 'police', 'cops', 'guard', and 'officers' indicate police presence. The snippets 'could i call the police?' and 'i should call the police.' confirm that the topic revolves around involving the police in a situation.",7.1,Interpersonal Non-Romantic Conflict,"Conflict, Risk & Harm",,,,high,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets revolve around conflict and threat, suggesting the heroine's antagonistic reaction to the hero or a threat, fitting R2. The main taxonomy category of Interpersonal Non-Romantic Conflict further supports this interpretation.",0.0
124,"viviana, shallowed, ante, returned, engagement, stunt, instances, cheeks, ex, flushed",27,"['viviana', 'shallowed', 'ante', 'returned', 'engagement', 'stunt', 'instances', 'cheeks', 'ex', 'flushed', 'tensed', 'parents', 'surprise', 'figuratively', 'wouldna', 'weakness', 'fianca', 'surfaced', 'relationship', 'mention', 'didna', 'th', 'interruption', 'soft', 'originally', 'fathera', 'followed']",Engagement Surprise,"The couple's parents, surprised, learn about their engagement.","relationship_conflict, domestic_life","setting:home, activity:argument",False,"The top keyword 'engagement' indicates a significant relationship event. The keywords 'parents', 'surprise', and 'ex' suggest a scene involving family reaction. Snippets like 'vivianâs voice rose to match mine' and 'vivianâs gone' imply an argumentative scene at home.",5.1,Family & Kinship,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic is about the heroine's parents and does not directly involve the heroine-hero relationship, making it background context rather than a narrative function in the romance arc.",0.0
