topic_id,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_phase,radway_phase_name,radway_is_none,radway_confidence,label,scene_summary,primary_categories,secondary_categories,label_is_noise,keywords,name,secondary_cats,composite_key,composite_name,composite_note
228,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R13,Heroine's identity is restored,III,Commitment & Restoration,False,medium,Homecoming Conversations,The couple shares emotional conversations upon returning home.,"romance_core, domestic_life","setting:home, activity:conversation",False,"home, edit, literally, heading, homesick, likea, sense, want, descriptions, schooled",Homecoming Conversations,"setting:home, activity:conversation",M_health_recovery_growth,M) Health / Recovery / Growth,healing & protective caretaking (RELAXED)
250,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),1.1,Body Parts & Physical Reactions,Embodied & Sensory Experience,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Protective Conversations By Firelight,"She loved him, their conversations bolder and headstrong, as he protectively pampered her by the firelight.","romance_core, relationship_conflict","setting:fireplace, activity:conversation",False,"loved, loves, adored, clearly, humbled, protector, cared, soul, madly, conversations",Protective Conversations By Firelight,"setting:fireplace, activity:conversation",M_health_recovery_growth,M) Health / Recovery / Growth,healing & protective caretaking (RELAXED)
278,6.5,"Law, Medicine, Education & Formal Institutions","Work, Wealth, Status & Institutions",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Medical Emergency Response,"A paramedic rushes to the aid of a patient in distress, using paddles to revive them.","domestic_life, sexual_tension","setting:hospital, activity:medical_emergency",False,"gracea, asked, paged, liked, avoid, east, ways, preface, enlisted, restart",Medical Emergency Response,"setting:hospital, activity:medical_emergency",M_health_recovery_growth,M) Health / Recovery / Growth,healing & protective caretaking (RELAXED)
363,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,medium,Goofball's Webcam Connection,"She watches him on webcam, feeling a connection despite his goofball antics.","romance_core, physical_affection","setting:webcam, activity:video_chat",False,"garretta, fulfilled, owners, sees, accepting, shouldna, letting, prophecy, webcam, salaciousa",Goofball's Webcam Connection,"setting:webcam, activity:video_chat",M_health_recovery_growth,M) Health / Recovery / Growth,healing & protective caretaking (RELAXED)
3,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Dinner Invitation,"He invites her to dinner, suggesting a restaurant or specific meal.","romance_core, social_setting","setting:restaurant, activity:invitation",False,"dinner, eat, food, lunch, breakfast, bakery, chicken, sandwich, meal, dessert",Dinner Invitation,"setting:restaurant, activity:invitation",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
6,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Wine-drinking At Table,"The couple sits at a table, sipping wine from their glasses.","social_setting, physical_affection","setting:table, activity:drinking_wine",False,"wine, sip, bottle, drunk, whiskey, waiter, scotch, alcohol, drinking, poured",Wine-drinking At Table,"setting:table, activity:drinking_wine",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
10,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Knocking On Door,Someone hesitates before knocking on a door in a hallway.,"domestic_life, social_setting","setting:hallway, activity:knocking",False,"door, doors, opens, opened, knock, hallway, stairs, elevators, floor, doorbell",Knocking On Door,"setting:hallway, activity:knocking",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
14,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,high,Playful Smiling Interactions,The couple exchanges playful smiles and laughter while interacting.,"romance_core, physical_affection","setting:various, activity:smiling, activity:laughing",False,"smile, smiles, grin, smiled, laugh, grinned, grins, laughed, laughs, smirked",Playful Smiling Interactions,"setting:various, activity:smiling, activity:laughing",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
23,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Board Game Around Table,"The couple sits around a table, playing a board game, their hands occasionally touching.","domestic_life, physical_affection","setting:table, activity:board_game",False,"reesea, merinaa, gwynetha, taga, board, hadna, gave, told, cadea, wasna",Board Game Around Table,"setting:table, activity:board_game",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
24,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Phone Notifications During Night,"She's about to fall asleep when her phone buzzes on the nightstand, lighting up the screen with an incoming message.","domestic_life, relationship_conflict","setting:bedroom, activity:texting",False,"rings, buzzes, pocket, rang, screen, cellphone, nightstand, ringing, message, purse",Phone Notifications During Night,"setting:bedroom, activity:texting",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
26,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.4,"Time, Seasons & Temporal Framing","Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,low,Nighttime Fun Planning,The couple discusses and plans their evening activities during the night.,"romance_core, social_setting","setting:nighttime, activity:planning",False,"tonight, night, evening, nights, stand, saturday, happened, tonighta, nighttime, nighta",Nighttime Fun Planning,"setting:nighttime, activity:planning",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
27,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Exiting Through Doorways,"She opened the door and stepped out into the hallway, leaving him behind in the car.","domestic_life, social_setting","setting:doorway, activity:exiting",False,"door, doors, opened, car, stairs, shut, stepped, purse, headed, walked",Exiting Through Doorways,"setting:doorway, activity:exiting",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
31,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",medium,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,medium,Clothing Shopping Together,"The couple browses clothing racks, trying on outfits and discussing their choices.","domestic_life, romance_core","setting:clothing_store, activity:shopping",False,"wea, wear, clothes, outfit, wearing, going, wardrobe, worn, clothing, doing",Clothing Shopping Together,"setting:clothing_store, activity:shopping",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
34,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),8.2,Public & Leisure Spaces,"Spaces, Time, Activities & Objects",high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Archery Hunting,"The couple, wary of each other, engages in a game of archery at a hunting event.","domestic_life, physical_affection","setting:outdoors, activity:hunting, activity:archery",False,"huntera, cards, california, glanced, archery, turned, chips, shoulder, gritted, threw",Archery Hunting,"setting:outdoors, activity:hunting, activity:archery",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
35,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R5,Heroine responds with anger or coldness,I,Initial Conflict & Isolation,False,low,Silent Ride Together,"The couple sits silently together in a car, each lost in their own thoughts.","romance_core, domestic_life","setting:car, activity:silent",False,"silent, fell, remained, beat, stays, descends, awkward, stretched, stretches, moment",Silent Ride Together,"setting:car, activity:silent",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
43,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R8,Hero treats heroine tenderly,II,Turning Point & Recognition,False,low,Ready For Action,The user is prepared and eager for a specific task or event.,"romance_core, domestic_life","setting:home, activity:preparing",False,"ia, going, working, ready, doing, supposed, aware, prepared, oversee, trying",Ready For Action,"setting:home, activity:preparing",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
49,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Hiring A Babysitter,She realizes she needs a babysitter for her infant.,"domestic_life, social_setting","setting:home, activity:calling",False,"babysitter, babya, born, babysit, healthy, having, want, infant, raise, youa",Hiring A Babysitter,"setting:home, activity:calling",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
51,5.2,Friends & Social Circles,Social World Outside Couple,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",high,False,none,None of the above,NA,Not a narrative function,True,high,Emotional Support At Clinic,"She sat trembling in the clinic, her sister beside her, as they awaited the physician's results.","romance_core, relationship_conflict","setting:clinic, activity:awaiting_results",False,"maddiea, sama, karaa, clinic, answered, didn, tremulous, couldn, friend, sighed",Emotional Support At Clinic,"setting:clinic, activity:awaiting_results",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
53,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,II,Turning Point & Recognition,False,low,Dress Shopping Together,She tries on various dresses while he waits patiently in the fitting room.,"romance_core, domestic_life","setting:clothing_store, activity:shopping",False,"dress, dresses, panties, skirt, lace, heels, gown, wearing, wear, stilettos",Dress Shopping Together,"setting:clothing_store, activity:shopping",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
57,8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",,,,high,False,none,None of the above,NA,Not a narrative function,True,high,Shower Hygiene,"The couple heads into the bathroom, with one of them taking a shower.","domestic_life, physical_affection","setting:bathroom, activity:showering",False,"shower, bathroom, bath, tub, toilet, bathtub, showers, restroom, showering, showered",Shower Hygiene,"setting:bathroom, activity:showering",H_domestic_nesting,H) Domestic Nesting (Home-as-Refuge),nest-building and everyday shared life
