topic_id,keywords,num_keywords,label,taxonomy_main_id,taxonomy_main_name,taxonomy_main_group,taxonomy_secondary_id,taxonomy_secondary_name,taxonomy_secondary_group,taxonomy_confidence,taxonomy_is_noise,radway_main_id,radway_main_name,radway_secondary_id,radway_phase,radway_phase_name,radway_is_none,radway_confidence,radway_rationale
158,"murmured, smirked, saraa, liaa, laughed, humorously, watched, soa, grinned, thoroughly",27,158_murmured_smirked_saraa_liaa,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",4.1,"Meeting, First Impressions & Setup",Relationship Trajectory (Main Couple),medium,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around tender, affectionate moments between the hero and heroine, as indicated by the keywords and snippets. These interactions suggest a shift in the hero's behavior towards the heroine, marking a turning point in their relationship (R8)."
159,"yeah, reply, agreed, answered, agree, answer, yesa, plea, eagerly, admitted",27,159_yeah_reply_agreed_answered,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,medium,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,low,"The topic's keywords and representative snippets are limited, but the main taxonomy category 'Bonding, Everyday Intimacy & Growth' suggests a Phase II function. Without more context, the most fitting Radway function seems to be R8 - Hero treats heroine tenderly, as it often involves everyday intimacy and growth."
160,"gasped, tears, panic, cheeks, stomach, tear, hips, winced, wiped, belly",27,160_gasped_tears_panic_cheeks,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic's keywords and snippets ('she gasped', 'they both gasped') do not relate to any specific interaction between the heroine and hero, nor do they indicate any emotional state or action that would correspond to Radway's functions. They are merely expressions of surprise or shock, which could occur in any context, making 'none' the appropriate choice."
161,"liked, likes, hea, really, aggressively, actor, nicest, qualities, enjoy, intelligent",27,161_liked_likes_hea_really,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,medium,"The topic's keywords and snippets ('he liked that', 'he liked that, too', 'i liked him') suggest a mutual attraction and affection between the hero and heroine, indicating a warm response from the heroine to the hero's tenderness, fitting R9."
162,"skirt, dress, breasts, nipples, curves, fabric, wore, panties, lace, blouse",27,162_skirt_dress_breasts_nipples,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category of 'Explicit Sexual Acts' directly corresponds to Radway's function R12, which involves explicit sexual and emotional union between the hero and heroine. The representative snippets, focusing on the heroine's skirt and its description, suggest a scene of intimacy and sexual tension, fitting well into the commitment and restoration phase (Phase III) of the romance narrative."
163,"yoursa, youa, whata, redemption, contemporary, blur, favorite, covet, steal, tylera",27,163_yoursa_youa_whata_redemption,4.5,"Reconciliation, Commitments & HEA",Relationship Trajectory (Main Couple),,,,high,False,R11,Hero declares love and demonstrates commitment,,III,Commitment & Restoration,False,high,"The topic's main_category of 'Reconciliation, Commitments & HEA' directly indicates that this topic typically enacts Radway's function R11, where the hero declares love and demonstrates commitment. The representative snippets, 'iâm back, and iâll do whatever it takes to make you mine â[NAME]â and 'iâm yoursâ[NAME] and you?' further emphasize the hero's commitment and declaration of love, solidifying R11 as the most fitting Radway function for this topic."
164,"locked, stare, gazes, stared, lock, othera, moment, staring, meet, air",27,164_locked_stare_gazes_stared,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",,,,high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around the heroine and hero locking gazes, which is a tender and affectionate moment. This typically occurs in Phase II of Radway's functions, where the hero treats the heroine tenderly (R8)."
165,"cracks, trails, muffled, murmur, shaky, sounds, soft, intended, breaking, strangled",27,165_cracks_trails_muffled_murmur,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R5,Heroine responds with anger or coldness,,I,Initial Conflict & Isolation,False,medium,"The topic's keyword 'my voice cracks' suggests emotional distress, which is a common response from the heroine when she's feeling vulnerable or upset, often in reaction to the hero's actions. This aligns with Radway's R5 function, where the heroine responds with coldness or anger to the hero's interest."
166,"shouted, yelled, yell, yells, yelling, bellowed, shouting, exasperation, jump, shouts",27,166_shouted_yelled_yell_yells,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's representative snippets all involve shouting, which suggests a high level of conflict or tension. The main taxonomy category 'Conflict, Distance & Breakup Threats' further supports this. Therefore, the most likely Radway function is R7, where the hero and heroine are physically or emotionally separated."
167,"orgasms, climax, rips, orgasmic, orgasmed, body, intense, wave, explodes, orgasma",27,167_orgasms_climax_rips_orgasmic,2.3,Explicit Sexual Acts,"Sexuality, Attraction & Intimacy",,,,high,False,R12,Heroine responds sexually and emotionally,,III,Commitment & Restoration,False,high,"The topic's main category is 'Explicit Sexual Acts', and the representative snippets explicitly mention orgasms, indicating a sexual union scene between the hero and heroine. This aligns with Radway's function R12, which combines erotic fulfillment and emotional acceptance."
168,"changed, change, changes, everythinga, mind, topic, things, subject, revise, transformation",27,168_changed_change_changes_everythinga,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,medium,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic's keywords and snippets suggest a focus on change and hidden information, which often signals a separation or shift in the relationship. The main_category 'Secrets, Misunderstandings & Hidden Information' further supports this interpretation. The topic does not explicitly mention a breakup or separation, but the phrase 'it would have changed everything for you' implies a significant shift in the relationship, fitting R7."
169,"risky, stake, low, far, risk, responsibility, temptation, expensive, busy, toodles",27,169_risky_stake_low_far,4.4,"Conflict, Distance & Breakup Threats",Relationship Trajectory (Main Couple),,,,high,False,R7,Hero and heroine are physically or emotionally separated,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around the idea of something being 'too risky', which suggests a conflict or threat in the relationship, likely leading to separation or distance between the hero and heroine. This aligns with Radway's function R7, where the couple is physically or emotionally separated."
170,"rebeccaa, cassiea, katea, startling, shrieked, winces, thanks, noon, analogies, required",27,170_rebeccaa_cassiea_katea_startling,4.2,"Bonding, Everyday Intimacy & Growth",Relationship Trajectory (Main Couple),,,,high,False,R9,Heroine responds warmly to hero's tenderness,,II,Turning Point & Recognition,False,medium,"The topic revolves around casual conversations and interactions between Rebecca and Georgia, indicating a growing bond and warmth between them. This aligns with Radway's function R9, where the heroine responds warmly to the hero's tenderness, demonstrating a shift in their relationship dynamics towards Phase II: Turning Point & Recognition."
171,"bed, mattress, bedroom, edge, sits, carries, covers, pushes, pillow, crawls",27,171_bed_mattress_bedroom_edge,2.2,Kissing & Non-Explicit Affection,"Sexuality, Attraction & Intimacy",8.1,Domestic Spaces & Routines,"Spaces, Time, Activities & Objects",high,False,R8,Hero treats heroine tenderly,,II,Turning Point & Recognition,False,medium,"The topic revolves around domestic spaces and routines, specifically the bed, which is often a setting for tender moments between the hero and heroine. The snippets suggest a cohabiting relationship, indicating a phase where the hero treats the heroine tenderly."
172,"stellaa, avaa, resurfaced, julesa, unrecognizable, musta, bridgeta, widened, parted, woulda",27,172_stellaa_avaa_resurfaced_julesa,4.3,"Secrets, Misunderstandings & Hidden Information",Relationship Trajectory (Main Couple),,,,medium,False,R2,Heroine reacts antagonistically to the hero,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around Stella's suspicious and guarded behavior towards the hero, indicated by her narrowed eyes and evasive gaze. This suggests a hostile or antagonistic reaction, fitting R2. The lack of keywords and previous label/scene summary makes it difficult to be more confident."
173,"friendship, friend, buddies, benefits, friendships, acquaintances, wea, friendsa, slowlya, school",27,173_friendship_friend_buddies_benefits,5.2,Friends & Social Circles,Social World Outside Couple,,,,high,False,none,None of the above,,NA,Not a narrative function,True,high,"The topic keywords and representative snippets indicate that this topic is about friendship, which is not a central element of the heroine–hero relationship arc. It belongs to the 'Friends & Social Circles' category, further emphasizing its peripheral role in the romance narrative."
174,"worse, worst, happen, things, terrible, far, horrible, despicable, scenario, times",27,174_worse_worst_happen_things,3.2,Negative Emotions & Distress,"Emotions, Cognition & Inner Life",,,,high,False,R1,Heroine's social identity is destroyed,,I,Initial Conflict & Isolation,False,medium,"The topic revolves around distress and worsening situations, which aligns with the heroine's social identity being destroyed (R1) in the initial conflict and isolation phase of the romance narrative."
